environmental_stance,aqi,air_quality,carbon_intensity,heat_index_temp,wind_speed_tolerance,livability
2,334.3745259411945,1.9451114571683603,257.41807476174074,-27.3347231663157,43.75522809150835,-801.5437478463989
0,169.99263937302968,3.7952901470391263,411.4633581058264,15.799030655035573,71.53410306812786,-414.90062143715346
1,449.36747576723735,2.934603661719768,127.56466036482867,119.64126432591604,75.94059808392805,-1448.2899655345614
2,342.10276412696936,4.583320008840471,79.94752526301934,18.569995783510855,21.033295005895724,-718.5159720372558
0,166.49976274350854,1.207071201001071,305.5850462052616,37.510978240047706,2.4400911767934907,-194.81057480482593
2,463.43056880767665,3.500089353671507,203.56757817704403,97.51120499427442,17.68958783828076,-1490.0310996210942
0,395.2207107127021,2.5848006042396277,87.19599476731577,1.1941582335706507,1.7013761116853043,-1014.3802738033027
0,308.07339387950134,3.9409342365592215,294.51897083256966,0.35359834510104093,96.87003045493516,-826.8402158378105
1,444.9098096704739,4.453144293097902,401.83543812378787,67.50009716828797,53.67778176181811,-1598.7108856022724
1,217.63842653020515,1.0801604720772833,241.37882912080144,94.42334213811833,85.69972523200414,-386.79198147603927
2,155.94246110384574,2.0240666578244237,179.41312538321662,25.491919363690037,9.550254277580873,-76.29124728171834
1,349.5513167898058,2.96852750459212,361.6584402231378,107.58239031601448,70.74664284326334,-1016.1166711920949
0,182.25980508576095,3.098823145235515,410.0524531277059,79.52597523279373,43.4929964339762,-380.9280660137573
2,128.23725331370133,2.238080025291674,403.4514169669178,56.76552317291197,31.411714079413944,-245.06626659907462
2,191.7871946187797,4.592203863579806,95.05485911775018,-8.562187231084064,19.62742581467156,-148.3786548747634
2,351.4778714712607,1.2284818172921343,350.33306361291375,-17.731275403454482,6.1808013779321325,-955.1216795681252
2,186.7013852835643,3.2425814358146408,47.05237655924438,108.09281349726245,51.333591793577504,-149.19897765849555
0,287.18655465121225,1.2945061241445162,2.453238951394987,57.98351494530799,3.7077118919870866,-455.6599972109714
2,68.97467659563861,4.476844710643954,359.02138695470757,76.56214279785073,30.25836599424513,-117.39994882578665
2,232.11132373718496,1.351764858136833,438.52084410862324,72.56582340831136,8.9467950267893,-545.265942443667
0,121.06533500802291,3.736437020459235,277.1420423679638,37.95138479844735,25.86096073961719,-86.30006749690295
1,183.12752971745223,4.969914081139221,393.90711863235214,62.55674934214626,84.59351251556555,-451.10176753101564
0,466.22902441834975,2.4069877392278,325.82163279179105,18.33587190053418,37.21798878671346,-1632.1863504340442
1,64.7263452080143,1.1560563191764577,407.918237789055,104.94488124363852,73.1534662324711,-252.62294965975263
0,294.47686707520046,4.011469982023207,332.51092540294667,108.75698617085587,46.808076498652774,-674.4632633772588
2,86.4598692281952,4.886228743563938,499.50145796111406,86.49376782190039,93.6820070243569,-478.50170593833764
0,487.3461157447027,4.272764185223938,276.0092114466759,-1.7436602822263119,0.15392096406273703,-1730.7592821235069
2,278.4804945744825,4.124900133214213,225.25319886298917,-13.574593460640202,34.96479115306137,-509.53587933566075
1,431.76777782281044,3.785502404682391,352.0973042650399,85.8487181330264,87.24442552954265,-1528.0285837335468
1,304.56395709299187,4.1913486506336834,53.26066448882455,-3.1030904879179424,33.589265427391034,-553.3048801049105
0,322.0521172709106,2.3526893396809245,19.08526050066095,29.040665175467346,6.063357489973065,-613.0712272184373
0,161.7851592338555,2.139814786328777,293.50632569936465,-19.31925363287997,21.863714648239196,-193.8723368793811
0,280.9865391366281,2.860468498640349,331.5652207482413,-9.837614096987895,31.425172110267262,-610.5835301595056
0,107.04238138318722,1.4115841098496942,147.37400349110257,9.879612645746512,3.3638682025210254,16.239109336972838
2,419.43091786509774,4.704668089132287,163.05186784772596,54.27047306792801,49.10677162305096,-1204.153557755972
0,193.6355966243075,2.869574343209372,229.34779853021269,-6.754910484485894,12.298188476030381,-209.17584290911623
0,237.74788279101634,2.0738882209366074,455.0910723278214,113.18756901373152,83.11137062191443,-703.5325807334912
1,318.94061425734276,4.317218333227974,135.35580801738857,26.764077575312278,2.1170909219458633,-614.2246784980597
1,196.3359628319668,3.0984858813778873,241.58679023367952,-14.77451436622337,52.49976695141345,-265.4162502795615
2,300.0345418787922,3.3682760843404487,83.11438270460447,46.50175027080894,11.026144383805326,-509.9472617386516
0,152.0461386982554,1.4069786368201789,99.591967067795,-15.940412501200313,49.307570952081946,-85.8028346505387
2,152.0797832454125,1.6248730728279046,334.6394673511038,96.20163716021167,76.28683081308995,-281.6296080420836
2,24.72042959573345,4.932289637317107,27.01733203614315,16.686411458778323,36.192396113856105,74.28519023647434
2,243.31482136923577,3.0096813618556917,237.73650737723912,49.32455277878351,45.54315403963103,-378.9807630245853
1,111.22253326687282,1.8956615914855224,480.8083033387875,16.255842657733872,62.94277766510894,-394.7602624085963
1,48.536898367649016,3.677091422493106,486.46812334248193,116.16823426056683,90.52954111332998,-423.3982888716593
2,359.136728922382,2.4362042450191157,266.9624627089714,37.55170929848326,79.58880298972277,-987.4155759461514
2,339.46664437932844,4.8977076551500165,360.4583562600679,53.55848331102827,20.694641884048227,-889.9222817847594
1,324.66722995734847,3.270007431254145,274.47845652846945,20.704345605491994,42.66073365038597,-748.1288574331119
0,163.0930623180278,4.760595995179266,443.3673369539694,23.404047323793975,50.12746743434464,-403.01537255827355
2,196.292037222211,3.3381265290523534,410.713190529651,35.53157257018846,67.41739039790295,-465.1847939516863
0,338.35949626931705,3.173956868238292,86.39513125225218,18.157339013578664,97.62104311602221,-850.1035018092991
2,382.28306329647353,4.809162755635423,471.18515490564374,77.65875891431091,70.04168821983119,-1351.3797857681298
1,461.2487209248682,1.008101139860822,255.7575934072904,103.90347477123413,67.62988672253613,-1577.3913880294244
2,313.41115054701703,2.968208114767778,198.71526078649666,114.1952150871351,84.90222113433339,-729.038479316948
1,163.8568501951338,2.7110883787681663,425.4661387389245,79.08170167516616,61.229844170213845,-389.6361333747812
1,453.3224447630816,4.4676854824008405,19.300002351293532,42.06813062035076,70.98341862955314,-1448.328257658949
1,2.423173558953773,4.22732643827645,241.0482812751783,57.513208916052704,67.52464758956084,-45.66487446172576
2,308.5530279676117,1.1882092471169208,393.2439506800455,107.19078792584409,44.35816293433028,-807.0855339277168
2,373.11025745560966,4.1353891960690525,446.3951937731198,19.94998180667313,27.452223979454892,-1198.6526463086184
0,114.41499792670857,4.383369447768595,96.23742904599814,88.56383265068565,33.58738285628815,17.00339624976094
1,197.33424741447052,2.6673821739132944,20.198245871491604,4.906881279863946,9.397478168356033,-151.64038868465306
0,378.7057935478756,3.6472035859634993,84.63244276092723,58.88320587788556,86.7152116965253,-1022.7115894083428
1,383.89379250984445,3.6055925064073993,263.91417587309775,54.6082093654219,21.392958576385436,-1026.4378670142
1,19.939632881567416,1.6093958746634476,41.43457728977617,-29.303611379283748,70.60123994996475,-1.7231074014206342
0,53.70524442551628,1.3114987781242933,352.5689641821482,-0.8922122788560998,74.78321889564408,-187.70382615386848
2,84.67945526103287,3.890186783386165,328.925595209962,44.24190697901848,50.07387044380624,-119.64115033222005
2,333.7646911534936,3.3449485977248026,95.43306868766693,-21.430764945480835,56.724612873222114,-735.200071936057
0,261.7532773938102,4.662515314535646,50.120745492452826,116.22644038697237,39.09471092173089,-374.9703492779084
1,431.58912302848773,4.449649460280085,347.1145013390945,69.65264604653171,85.5688048828008,-1515.6727082963646
1,240.7975027820622,2.295643305711503,368.8151400862441,23.32389297059614,10.532450937689875,-482.04654767472505
1,3.2583561291935625,4.871594464723206,405.7657727746634,55.851227707524174,83.28444471695545,-267.7643043538353
0,111.78009256568328,4.803861126990107,439.2511443374391,108.05456117832185,83.5135953303249,-379.07675735708654
0,235.359426745062,4.696165318523674,473.4442821609238,-23.03856929393926,76.3169270382376,-727.7863840462935
0,362.3049547381271,3.939738049291263,7.47858615671243,117.64114957704399,15.525483158215803,-823.5000081202925
0,65.4304269913763,3.8346945672044126,281.2484568218032,71.4724781140308,76.44274243832743,-110.06397710346391
0,396.25446914599127,2.136260388977052,145.4359136896612,11.95708526134144,94.13925366847728,-1172.039243270863
2,412.8947399444876,3.04867045620362,121.44985372048723,100.74375955036118,94.91373307241703,-1262.2084423181748
0,306.50940099579304,4.989813535977532,71.3670385918943,115.81349251880116,95.29642871439485,-690.4106928687376
1,21.146963783127305,1.086540888052998,246.47434663625057,38.75477676075107,2.2390917324215276,18.95522483779963
2,136.18562000181677,1.8600092547658158,196.90939487992682,66.83421780619547,15.68206152509497,-42.960314216998526
0,105.02567181351213,4.840577265304758,322.8878220686243,49.8887877063209,12.43775843672259,-104.30200510320178
2,194.39810910942583,2.327468195491888,39.78260171652476,23.701586461865723,17.955099527646603,-137.26426795193083
2,438.5228948356804,3.0951584213527648,170.0809917557654,-1.9752363937153916,77.50748225363931,-1403.3730762854275
2,62.21424032273221,1.8907525321469931,312.52370423930375,72.19075966231627,36.837843419520325,-63.632327153728895
1,1.6024985114206358,2.920492942963728,84.76058835934064,9.18674524692809,10.67622030623504,82.2835280013328
1,114.80834293902986,2.222099024603878,265.09759787439333,85.16550186860593,68.79974666776837,-127.37180103160448
2,76.33305844576383,4.2343077253207175,124.86438692820451,106.64269091742523,23.198964327388182,57.64164754189119
2,71.54388512934368,3.2223038907718524,306.2032393967721,-5.124389424150177,33.99225267555206,-76.93814558573222
1,292.96104424705027,2.7796231709289785,379.4445164460177,63.44812954402657,60.55373538655221,-743.3003034396068
2,255.98668268308606,2.064768918944212,117.43001263369052,42.16477821263922,27.856693718505497,-344.5994843831629
2,101.98403956756496,1.5876920796926561,34.092925268833504,68.37600567079983,54.78780691764785,11.79314597160684
0,187.34085301197368,1.8575181932279072,490.22797068065273,102.59791379471508,53.383321273631545,-539.8477058096149
0,431.44762288972885,1.8362127229897096,211.0586367146368,-29.567955814440605,22.94041656136805,-1305.0646151658402
0,266.86153939465294,2.0611632559535047,124.17492540935976,11.209936999253124,21.694492646827978,-391.52593102235437
2,165.36840765273885,2.155338623141015,436.5795392530718,50.90326211687004,93.50365954285687,-497.19768519425344
0,130.48590686261718,3.565469319920831,136.29696069093305,28.18454761804366,2.9808018088479216,-10.976812207297666
0,117.57093253703171,2.5111006231879065,4.044561609280295,42.95969413701623,29.963062669072606,16.849845112127284
2,163.7627553204385,1.430859940901164,164.8967585223839,8.462312715482248,27.43672298449108,-97.08695730437984
1,485.0218940282131,3.6108488908385197,310.08364987326684,14.454665397566721,89.65960419726841,-1864.9571664124885
1,495.7009682396575,1.5008294025956763,127.42052572110751,28.07207474245873,60.51313160817213,-1740.2337218040066
2,304.3345229046667,2.5009635401066075,169.15545915768283,32.797064420801505,80.81207773239927,-657.1006809075506
1,461.5551401719362,3.4643445815770955,369.2312509147521,115.6691632665657,6.4812454572983125,-1636.6059177034163
1,378.15879520120814,2.7551191300914475,490.3124485804543,56.54975838263343,26.406084885687175,-1291.9040746933188
1,337.2360611962882,1.834243876756961,296.2874493963733,52.46564492021329,97.31458754177324,-954.5715687656683
1,48.11426884442538,2.356968457322718,206.73669730966304,66.92820990083105,35.37474926187707,33.343850728861945
1,28.473378524807856,4.907758717385899,367.10615032834465,3.0512875152660897,54.54898498253154,-156.36236130970113
1,470.17917502509255,2.135004775125813,155.50048553316714,69.50376504630884,2.804250422638388,-1509.0365622209063
1,123.18707933539514,4.060461845366344,393.25768789802464,87.14937810387211,41.76838300618646,-235.9137150420637
2,144.79114412972694,2.082537842802274,196.3823603039885,4.294352775387367,74.9060861580989,-154.1818130500965
1,188.88823210423138,1.2795994429588413,68.35109359532588,31.09731414824911,38.89022972005657,-136.26220718870147
2,201.07457304761027,1.6904348265516576,305.96555635441865,40.19550378672086,95.39206624285633,-427.36000801137124
2,427.03176233809324,3.1355711842896916,0.5147679432155328,111.23477188842773,58.41988443477598,-1251.333497726059
1,147.39028435184133,3.579789103884476,353.23453878732676,118.7330400985447,91.880698877234,-346.72758563363107
1,148.02670312740685,3.7010922063563347,218.4888026741679,116.1092339077482,62.065078243248195,-140.34348618092002
0,129.9125665248712,2.2533725804855873,73.09530440557266,4.564473884336856,18.295963585825792,-2.746096048867619
0,282.3860188304186,2.5775768923378553,226.45026981742978,113.10879341602944,10.924377079012404,-498.849451604112
0,61.01173947988925,1.8311424998180343,238.88065414903136,95.02866293712472,22.199282724231097,12.91015197055259
1,1.496134728296017,3.423712755213707,157.53243000745155,43.5895745223671,23.228402490865786,66.02685467265813
0,314.6706427185142,1.3494017704546168,484.7498896687191,94.43606695348282,73.0607432327791,-1031.000633383048
0,90.20262509305793,2.194935644946242,353.7321431967705,85.75377667392752,71.35728100388934,-195.12442983983635
2,425.3936170353695,1.6468752463968146,178.923506315946,73.35286606373154,61.70351467989492,-1269.4959616292876
1,464.3703772762784,4.075420350563251,257.6576963705279,16.0723684801641,14.950655483353692,-1540.9267073468511
0,160.58036182192836,3.630140556809012,153.08494920090766,62.82498879015351,69.93981575819498,-141.72721461522798
2,31.893260971994795,3.2966690999447974,212.1257397693223,102.51345435282465,16.657531259803804,41.50549412472305
0,306.7617705370158,1.1873430363765092,110.38210264093328,74.15270957830717,2.700801371384387,-543.6934855146
0,162.0619357905484,2.020369908947829,462.65561019723935,-21.070834028139288,39.551544792046876,-431.9653634157236
1,170.19278231795198,2.1597303870481914,373.69069781773214,29.285502927391434,74.96444674661848,-367.2837411636084
2,50.75966799064907,2.989188611525191,422.1283439999317,-11.62670160079248,71.83176481643068,-278.27047928367256
1,197.6881523690373,3.3617338355668065,494.3756283666632,81.54190950237535,21.30862943213505,-537.721603941475
2,98.6633113972003,2.0191348880861377,279.33427823696303,38.667228834569684,97.15875705502273,-203.37001768215447
0,66.41607158412044,3.7390789235824866,329.439783433406,-15.287370165964083,12.489104350141822,-92.02224834402365
