city,districts,state,Environmental Stance,Latitude,Longitude,aqi,idx,carbon_intensity,temp_f,is_day,wind_mph,wind_degree,pressure_in,precip_in,humidity,cloud,feelslike_f,windchill_f,heatindex_f,dewpoint_f,vis_miles,uv,gust_mph,livability,livability_percentile
Garland,['TX-32'],Texas,97.2222222222222,32.8200608,-96.8601165,45.0,204.0,349.0,97.3,1.0,9.4,190.0,29.85,0.0,33.0,0.0,105.4,92.9,97.6,65.9,9.0,8.0,17.2,71.04002997251312,3.6048064085447264
Irving,['TX-24'],Texas,0.0,32.8200608,-96.8601165,45.0,204.0,349.0,96.1,1.0,15.0,170.0,29.82,0.0,39.0,25.0,100.1,95.1,98.8,64.3,9.0,9.0,16.2,71.96681675987251,20.827770360480642
Amarillo,['TX-13'],Texas,0.0,35.2015839,-101.9092481,,200.0,482.0,99.0,1.0,18.6,180.0,29.84,0.0,24.0,0.0,96.8,99.3,97.4,45.3,9.0,9.0,23.0,74.42451840126388,89.58611481975967
Grand Prairie,"['TX-30', 'TX-33']",Texas,100.0,32.6563574,-97.0885849,44.0,184.0,349.0,95.7,1.0,15.0,190.0,29.85,0.0,30.0,0.0,99.6,94.9,98.6,64.4,9.0,9.0,15.9,70.92931525838833,1.602136181575434
Brownsville,['TX-34'],Texas,77.77777777777779,25.8925176,-97.4938295,,214.0,349.0,95.4,1.0,15.0,120.0,29.83,0.0,54.0,50.0,102.1,95.0,102.0,69.1,9.0,9.0,20.6,73.47994748041354,84.77970627503338
Pasadena,['TX-36'],Texas,0.0,29.7337263,-95.2575931,43.0,201.0,349.0,93.0,1.0,16.1,150.0,29.87,0.0,47.0,25.0,98.5,92.2,97.4,67.5,9.0,8.0,20.6,71.95976600882248,20.694259012016023
McKinney,['TX-3'],Texas,0.0,32.8200608,-96.8601165,45.0,204.0,349.0,,,,,,,,,,,,,,,,76.27136827448724,95.52736982643525
Mesquite,['TX-5'],Texas,0.0,32.8200608,-96.8601165,45.0,204.0,349.0,97.2,1.0,12.5,170.0,29.84,0.0,35.0,0.0,106.7,91.9,97.1,66.8,9.0,8.0,17.1,72.03612214879594,25.367156208277702
McAllen,['TX-15'],Texas,0.0,26.2262097,-98.291069,36.0,210.0,349.0,,,,,,,,,,,,,,,,76.39272765041848,96.66221628838451
Killeen,['TX-31'],Texas,2.7777777777777777,30.4831681,-97.8723005,41.0,217.0,349.0,94.3,1.0,12.5,150.0,29.85,0.0,44.0,0.0,96.8,94.4,97.9,63.6,9.0,9.0,15.4,71.84456276601465,12.950600801068092
Frisco,['TX-3'],Texas,0.0,33.2190564,-97.1962872,47.0,205.0,349.0,97.3,1.0,9.4,190.0,29.85,0.0,33.0,0.0,103.3,94.8,99.4,65.2,9.0,9.0,17.5,72.06762050736913,29.10547396528705
Waco,['TX-17'],Texas,0.0,32.0319398,-96.3991377,69.0,226.0,349.0,93.9,1.0,17.4,180.0,29.84,0.0,46.0,0.0,99.4,92.4,97.4,66.5,9.0,8.0,21.9,71.74682834610219,11.214953271028037
Carrollton,['TX-24'],Texas,0.0,32.8200608,-96.8601165,45.0,204.0,349.0,97.3,1.0,9.4,190.0,29.85,0.0,33.0,0.0,102.3,95.1,98.9,64.2,9.0,9.0,17.0,72.08856614432732,30.8411214953271
Denton,['TX-26'],Texas,0.0,33.2190564,-97.1962872,47.0,205.0,349.0,97.0,1.0,15.0,180.0,29.82,0.0,39.0,0.0,105.9,93.5,100.1,68.0,9.0,8.0,18.9,71.9457874865124,19.759679572763687
Midland,['MI-4'],Michigan,0.0,32.72683,-103.12298,,6279.0,532.0,98.1,1.0,12.5,180.0,29.86,0.0,22.0,0.0,96.3,98.2,96.8,53.0,9.0,9.0,21.1,74.59149498720159,91.18825100133512
Abilene,['TX-19'],Texas,0.0,33.8630221,-98.5717882,,222.0,349.0,96.1,1.0,19.2,150.0,29.84,0.0,38.0,0.0,93.5,99.6,98.3,53.4,9.0,9.0,21.6,74.41474202639394,89.31909212283044
Beaumont,['TX-14'],Texas,0.0,30.06717,-94.09093,,195.0,532.0,91.0,1.0,10.5,170.0,29.88,0.0,61.0,0.0,96.3,91.9,98.4,69.3,9.0,8.0,11.6,74.64672353565423,91.98931909212284
Round Rock,['TX-31'],Texas,2.7777777777777777,30.4831681,-97.8723005,41.0,217.0,349.0,93.4,1.0,11.9,160.0,29.84,0.0,50.0,0.0,92.6,97.8,99.7,60.4,8.0,9.0,14.9,71.86096734895123,14.018691588785046
Odessa,['TX-11'],Texas,0.0,32.72683,-103.12298,,6279.0,349.0,99.0,1.0,12.5,190.0,29.86,0.0,22.0,0.0,96.8,98.6,96.9,51.3,6.0,9.0,18.8,74.59830107966478,91.32176234979973
Wichita Falls,['TX-13'],Texas,0.0,33.8630221,-98.5717882,,222.0,482.0,99.5,1.0,18.6,200.0,29.8,0.0,25.0,0.0,103.0,96.8,100.0,61.1,9.0,9.0,22.0,74.4241761349741,89.45260347129505
Richardson,['TX-32'],Texas,97.2222222222222,32.8200608,-96.8601165,45.0,204.0,349.0,97.3,1.0,9.4,190.0,29.85,0.0,33.0,0.0,103.3,94.0,97.7,64.4,9.0,8.0,16.7,71.04001341012729,3.4712950600801067
Lewisville,['TX-26'],Texas,0.0,33.2190564,-97.1962872,47.0,205.0,349.0,97.0,1.0,16.1,200.0,29.81,0.0,38.0,25.0,101.8,95.5,99.9,64.8,9.0,9.0,17.5,71.91562565635034,17.089452603471294
Tyler,['TX-1'],Texas,0.0,32.0319398,-96.3991377,69.0,226.0,349.0,93.9,1.0,13.6,210.0,29.87,0.0,46.0,0.0,108.2,88.9,97.2,72.1,9.0,8.0,18.1,71.85110449294235,13.484646194926569
College Station,['TX-17'],Texas,0.0,30.3503017,-95.4251278,59.0,180.0,349.0,93.0,1.0,11.9,170.0,29.87,0.0,51.0,0.0,99.5,92.0,98.4,68.5,9.0,8.0,14.5,71.94109387887075,19.626168224299064
Pearland,['TX-22'],Texas,0.0,29.686389,-95.294722,41.0,178.0,349.0,91.0,1.0,13.6,160.0,29.89,0.0,56.0,0.0,94.9,92.2,97.4,67.4,9.0,8.0,14.9,72.05365329125178,26.969292389853138
San Angelo,['TX-11'],Texas,0.0,33.58553,-101.78698,18.0,9152.0,349.0,99.0,1.0,11.9,180.0,29.82,0.0,23.0,0.0,96.8,100.5,99.1,47.4,9.0,9.0,20.6,72.5893515962677,63.951935914552735
Allen,['TX-3'],Texas,0.0,32.8200608,-96.8601165,45.0,204.0,349.0,,,,,,,,,,,,,,,,76.27136827448724,95.52736982643525
League City,['TX-14'],Texas,0.0,29.5830473,-95.0155437,48.0,179.0,532.0,91.8,1.0,17.4,160.0,29.87,0.0,53.0,25.0,101.6,88.7,95.3,70.8,9.0,8.0,21.9,71.86442102082101,14.152202937249667
Sugar Land,['TX-22'],Texas,0.0,29.686389,-95.294722,41.0,178.0,349.0,93.0,1.0,13.6,160.0,29.87,0.0,54.0,25.0,97.7,92.6,97.7,66.8,9.0,8.0,15.2,72.05360242249328,26.83578104138852
Longview,['TX-1'],Texas,0.0,32.53626,-93.74891,53.0,7635.0,482.0,93.9,1.0,6.9,160.0,29.87,0.0,46.0,0.0,104.6,91.1,99.5,71.3,9.0,8.0,8.5,71.9398339163232,19.492656875834445
Edinburg,['TX-15'],Texas,0.0,26.2262097,-98.291069,36.0,210.0,349.0,,,,,,,,,,,,,,,,76.39272765041848,96.66221628838451
Mission,['TX-15'],Texas,0.0,26.2262097,-98.291069,36.0,210.0,349.0,,,,,,,,,,,,,,,,76.39272765041848,96.66221628838451
Bryan,['TX-17'],Texas,0.0,30.3503017,-95.4251278,59.0,180.0,349.0,,,,,,,,,,,,,,,,76.15991691050705,94.65954606141523
Baytown,['TX-36'],Texas,0.0,29.7706975,-95.0312316,61.0,177.0,349.0,91.8,1.0,17.4,160.0,29.87,0.0,53.0,25.0,99.8,89.4,95.6,69.8,9.0,8.0,21.9,71.77984122786692,12.149532710280374
Pharr,['TX-15'],Texas,0.0,26.2262097,-98.291069,36.0,210.0,349.0,98.1,1.0,15.0,120.0,29.79,0.0,41.0,50.0,98.1,102.5,106.9,61.9,9.0,10.0,19.5,72.08771524731448,30.440587449933243
Temple,['TX-31'],Texas,2.7777777777777777,30.4831681,-97.8723005,41.0,217.0,349.0,95.5,1.0,17.4,140.0,29.87,0.0,46.0,0.0,101.2,93.0,97.3,65.4,9.0,8.0,21.9,71.70998225745316,10.814419225634179
Missouri City,['TX-22'],Texas,0.0,29.686389,-95.294722,41.0,178.0,349.0,93.0,1.0,13.6,160.0,29.87,0.0,54.0,25.0,97.3,92.9,97.8,66.6,9.0,8.0,15.4,72.05358624189854,26.702269692923895
Flower Mound,['TX-26'],Texas,0.0,33.2190564,-97.1962872,47.0,205.0,349.0,97.0,1.0,16.1,200.0,29.81,0.0,38.0,25.0,102.7,95.1,99.8,65.6,9.0,9.0,17.8,71.9156355709278,17.222963951935917
Harlingen,['TX-34'],Texas,77.77777777777779,25.8925176,-97.4938295,,214.0,349.0,95.2,1.0,17.4,110.0,29.81,0.0,53.0,50.0,100.8,96.9,104.3,69.0,9.0,9.0,21.4,73.41420062116724,83.5781041388518
North Richland Hills,['TX-24'],Texas,0.0,32.7591432,-97.3423337,40.0,185.0,349.0,96.1,1.0,19.2,190.0,29.82,0.0,33.0,25.0,100.5,95.1,99.4,64.9,9.0,9.0,23.7,71.91391085527603,16.822429906542055
Victoria,['TX-27'],Texas,0.0,27.8118142,-97.4657005,55.0,211.0,349.0,,,,,,,,,,,,,,,,76.18436740585393,94.92656875834446
Conroe,['TX-8'],Texas,0.0,30.3503017,-95.4251278,59.0,180.0,349.0,93.9,1.0,10.5,190.0,29.88,0.0,51.0,50.0,95.6,95.7,99.8,63.8,9.0,9.0,11.8,71.97979176994018,21.49532710280374
New Braunfels,['TX-21'],Texas,2.7777777777777777,29.5877306,-98.3124785,,192.0,349.0,97.0,1.0,9.4,150.0,29.83,0.0,44.0,0.0,96.1,100.4,101.6,58.5,9.0,9.0,15.7,74.41101004254993,89.18558077436583
Mansfield,['OH-12'],Ohio,0.0,32.6563574,-97.0885849,44.0,184.0,349.0,54.3,0.0,6.9,300.0,30.0,0.0,54.0,0.0,51.4,41.7,46.6,39.5,6.0,1.0,19.1,72.10095505662558,31.64218958611482
Cedar Park,['TX-31'],Texas,2.7777777777777777,30.4831681,-97.8723005,41.0,217.0,349.0,92.3,1.0,10.5,180.0,29.92,0.0,45.0,0.0,90.6,98.2,99.5,59.2,9.0,9.0,13.6,71.89985233304667,16.15487316421896
Rowlett,['TX-32'],Texas,97.2222222222222,32.8200608,-96.8601165,45.0,204.0,349.0,97.2,1.0,12.5,170.0,29.84,0.0,35.0,0.0,105.0,92.9,97.6,65.9,9.0,8.0,17.2,70.98730920733992,2.403204272363151
Port Arthur,['TX-14'],Texas,0.0,29.9229186,-93.9090282,119.0,219.0,532.0,91.0,1.0,10.5,170.0,29.88,0.0,61.0,0.0,98.7,89.8,96.4,70.4,9.0,8.0,12.1,71.8732867996537,14.953271028037381
Euless,['TX-24'],Texas,0.0,32.8200608,-96.8601165,45.0,204.0,349.0,97.0,1.0,16.1,200.0,29.81,0.0,38.0,25.0,101.8,95.1,99.0,64.4,9.0,9.0,16.5,71.93661103140056,18.82510013351135
Georgetown,['TX-31'],Texas,2.7777777777777777,30.4831681,-97.8723005,41.0,217.0,349.0,86.4,1.0,4.3,50.0,29.88,0.0,70.0,25.0,99.9,81.9,89.1,75.0,6.0,7.0,10.1,71.76084012683785,11.481975967957277
Pflugerville,['TX-17'],Texas,0.0,30.3544356,-97.7602554,40.0,218.0,349.0,93.9,1.0,8.1,130.0,29.88,0.0,45.0,0.0,93.4,97.8,99.7,60.4,9.0,9.0,14.9,72.11383661569937,33.11081441922563
DeSoto,['TX-30'],Texas,100.0,32.4820815,-97.0269224,,206.0,349.0,,,,,,,,,,,,,,,,77.78478457627992,99.3324432576769
San Marcos,['TX-35'],Texas,100.0,29.5877306,-98.3124785,,192.0,349.0,64.9,1.0,10.5,220.0,29.95,0.0,73.0,100.0,64.9,72.7,76.2,56.6,9.0,6.0,12.1,73.70626445775777,87.04939919893191
Grapevine,['TX-24'],Texas,0.0,32.8200608,-96.8601165,45.0,204.0,349.0,97.0,1.0,16.1,200.0,29.81,0.0,38.0,25.0,102.1,95.0,99.1,64.7,9.0,9.0,17.2,71.93659908284957,18.69158878504673
Bedford,['TX-24'],Texas,0.0,32.7591432,-97.3423337,40.0,185.0,349.0,54.1,0.0,10.5,330.0,29.97,0.0,58.0,0.0,51.9,40.3,44.5,41.1,6.0,1.0,16.0,72.19622801668247,38.05073431241656
Galveston,['TX-14'],Texas,0.0,29.2544736,-94.8612886,46.0,197.0,532.0,87.1,1.0,13.6,160.0,29.89,0.0,75.0,0.0,98.0,83.8,90.6,73.5,9.0,7.0,16.6,71.9910341175038,22.029372496662216
Cedar Hill,['TX-30'],Texas,100.0,32.4820815,-97.0269224,,206.0,349.0,93.9,1.0,12.5,200.0,29.83,0.0,41.0,0.0,98.6,92.6,97.1,65.6,9.0,8.0,16.7,73.54953845058861,85.44726301735648
Texas City,['TX-14'],Texas,0.0,29.2544736,-94.8612886,46.0,197.0,532.0,87.1,1.0,13.6,160.0,29.89,0.0,75.0,0.0,96.1,85.4,92.4,73.1,9.0,7.0,15.0,71.9897750329697,21.895861148197596
Wylie,['TX-3'],Texas,0.0,32.8200608,-96.8601165,45.0,204.0,349.0,96.1,1.0,15.0,190.0,29.82,0.0,39.0,0.0,105.0,91.8,97.5,67.4,9.0,8.0,20.6,71.9670091020891,20.961281708945258
Haltom City,['TX-12'],Texas,8.333333333333332,32.7591432,-97.3423337,40.0,185.0,349.0,93.0,1.0,13.6,170.0,29.81,0.0,43.0,0.0,95.3,95.1,99.4,64.9,9.0,9.0,16.7,71.08730379081196,4.2723631508678235
Keller,['TX-26'],Texas,0.0,32.7591432,-97.3423337,40.0,185.0,349.0,96.1,1.0,19.2,190.0,29.82,0.0,33.0,25.0,103.1,93.6,98.9,66.9,9.0,8.0,23.7,71.91396925241456,16.955941255006675
Coppell,['TX-24'],Texas,0.0,32.8200608,-96.8601165,45.0,204.0,349.0,97.0,1.0,16.1,200.0,29.81,0.0,38.0,25.0,101.3,95.8,99.7,64.3,9.0,9.0,17.2,71.93653295931182,18.55807743658211
Rockwall,['TX-4'],Texas,0.0,32.8200608,-96.8601165,45.0,204.0,349.0,97.2,1.0,12.5,170.0,29.84,0.0,35.0,0.0,111.2,90.0,96.4,69.1,9.0,8.0,20.0,72.03626531575341,25.500667556742325
Huntsville,['AL-5'],Alabama,0.0,30.3503017,-95.4251278,59.0,180.0,311.0,85.1,1.0,5.6,190.0,29.95,0.0,32.0,0.0,86.6,82.7,83.6,60.7,9.0,7.0,8.1,71.89799009115326,16.02136181575434
Duncanville,['TX-30'],Texas,100.0,32.6563574,-97.0885849,44.0,184.0,349.0,93.9,1.0,12.5,200.0,29.83,0.0,41.0,0.0,98.6,92.6,97.1,65.6,9.0,8.0,16.7,70.99859471575972,2.67022696929239
Sherman,['TX-4'],Texas,0.0,33.2190564,-97.1962872,47.0,205.0,349.0,99.0,1.0,16.1,190.0,29.84,0.0,31.0,0.0,113.9,92.1,99.3,69.8,9.0,8.0,17.4,71.91568876599737,17.356475300400533
The Colony,['TX-26'],Texas,0.0,32.8200608,-96.8601165,45.0,204.0,349.0,97.3,1.0,9.4,190.0,29.85,0.0,33.0,0.0,103.3,94.8,99.4,65.2,9.0,9.0,17.5,72.08850774718877,30.707610146862486
Burleson,['TX-6'],Texas,0.0,32.7591432,-97.3423337,40.0,185.0,349.0,97.3,1.0,15.0,180.0,29.86,0.0,33.0,0.0,104.3,93.9,98.7,65.8,9.0,8.0,17.5,72.0282768704574,24.432576769025367
Hurst,['TX-24'],Texas,0.0,32.7591432,-97.3423337,40.0,185.0,349.0,97.0,1.0,16.1,200.0,29.81,0.0,38.0,25.0,101.9,95.2,99.4,64.7,9.0,9.0,16.7,71.99801216079304,22.83044058744993
Lancaster,['OH-15'],Ohio,2.7777777777777777,32.8200608,-96.8601165,45.0,204.0,349.0,89.1,1.0,23.0,230.0,29.86,0.0,26.0,0.0,86.4,86.0,83.4,47.8,9.0,8.0,27.5,71.53166729031061,9.078771695594126
Texarkana,['TX-4'],Texas,0.0,33.436111,-94.07778,51.0,9153.0,482.0,97.0,1.0,10.5,190.0,29.87,0.0,41.0,0.0,114.0,91.9,102.3,73.8,9.0,8.0,10.8,72.02738514942111,24.299065420560748
Friendswood,['TX-14'],Texas,0.0,29.670025,-95.1285077,10.0,202.0,349.0,91.0,1.0,13.6,160.0,29.89,0.0,56.0,0.0,100.0,88.7,95.3,70.8,9.0,8.0,14.7,72.80675497899658,70.22696929238985
Weslaco,['TX-15'],Texas,0.0,26.2262097,-98.291069,36.0,210.0,349.0,98.1,1.0,15.0,120.0,29.79,0.0,41.0,50.0,99.9,101.4,106.8,64.5,9.0,9.0,18.0,72.08771718388583,30.574098798397863
Philadelphia,"['PA-2', 'PA-3', 'PA-5']",Pennsylvania,0.0,39.934635,-75.126126,36.0,10168.0,349.0,81.0,1.0,10.5,310.0,29.8,0.0,34.0,0.0,80.3,78.3,78.3,50.5,9.0,7.0,13.1,72.27558417493577,43.925233644859816
Pittsburgh,['PA-18'],Pennsylvania,0.0,40.4432593,-79.99062289999999,,6425.0,349.0,77.2,1.0,9.4,210.0,29.85,0.0,37.0,25.0,77.6,76.1,77.2,49.6,9.0,6.0,9.8,74.73159898609357,92.5233644859813
Allentown,['PA-7'],Pennsylvania,0.0,40.6281,-75.3411,15.0,5895.0,349.0,79.2,1.0,12.5,290.0,29.82,0.0,37.0,50.0,80.9,74.6,77.3,58.4,9.0,6.0,15.9,72.74567452227535,68.89185580774367
Erie,['PA-16'],Pennsylvania,2.7777777777777777,42.1428,-80.0372,33.0,5892.0,349.0,71.1,1.0,12.5,270.0,29.85,0.0,45.0,25.0,71.1,64.2,64.2,54.9,9.0,5.0,17.0,73.03978570086838,77.83711615487317
Reading,['PA-6'],Pennsylvania,0.0,40.33733,-76.383446,33.0,5901.0,349.0,48.9,0.0,3.8,350.0,29.97,0.0,71.0,25.0,47.3,43.5,45.7,42.4,6.0,1.0,9.4,72.16458390206544,36.44859813084112
Scranton,['PA-8'],Pennsylvania,0.0,41.4428,-75.6231,30.0,5906.0,349.0,75.0,1.0,12.5,260.0,29.8,0.0,43.0,100.0,76.6,70.0,71.6,46.9,9.0,6.0,14.4,72.54595454396498,62.21628838451269
Bethlehem,['PA-7'],Pennsylvania,0.0,40.6281,-75.3411,15.0,5895.0,349.0,39.8,0.0,4.7,100.0,30.54,0.0,73.0,5.0,36.4,36.4,39.8,31.8,6.0,1.0,9.9,72.60362989954491,64.75300400534046
Harrisburg,['PA-10'],Pennsylvania,0.0,40.246992,-76.846988,31.0,6423.0,349.0,82.0,1.0,5.6,300.0,29.81,0.0,32.0,0.0,82.8,77.1,78.6,55.8,9.0,7.0,13.5,72.25363184557196,41.655540720961284
Altoona,['PA-13'],Pennsylvania,0.0,40.515,-78.3889,32.0,5885.0,349.0,77.7,1.0,9.4,260.0,29.86,0.0,37.0,0.0,78.2,74.1,76.3,49.1,9.0,6.0,12.6,72.37991552757353,51.26835781041389
York,['PA-10'],Pennsylvania,0.0,40.246992,-76.846988,31.0,6423.0,349.0,54.0,0.0,10.5,280.0,29.88,0.0,50.0,0.0,50.9,40.3,45.4,36.9,6.0,1.0,20.4,72.35647703185087,49.265687583444596
State College,['PA-12'],Pennsylvania,100.0,40.8114,-77.8769,30.0,5907.0,349.0,75.2,1.0,12.5,310.0,29.85,0.0,39.0,50.0,76.7,74.0,76.3,49.5,9.0,6.0,13.4,71.31824459844772,7.476635514018691
Wilkes-Barre,['PA-8'],Pennsylvania,0.0,41.2459149,-75.8813075,30.0,5910.0,349.0,75.0,1.0,12.5,260.0,29.8,0.0,43.0,100.0,76.4,73.6,76.0,48.5,9.0,6.0,13.1,72.37392462182812,51.00133511348465
Phoenix,"['AZ-1', 'AZ-3', 'AZ-4', 'AZ-5', 'AZ-7', 'AZ-9']",Arizona,0.0,33.403055555556,-112.07527777778,42.0,5944.0,286.0,106.0,1.0,5.6,60.0,29.76,0.0,10.0,75.0,106.8,101.9,101.0,27.8,9.0,9.0,5.7,72.03584841278835,25.233644859813083
Tucson,"['AZ-2', 'AZ-3']",Arizona,0.0,32.251846,-110.965296,17.0,5960.0,631.0,104.2,1.0,11.9,260.0,29.9,0.0,6.0,0.0,104.1,98.3,96.0,23.6,9.0,9.0,14.9,72.61346054708991,65.28704939919892
Mesa,['AZ-5'],Arizona,0.0,33.410277777778,-111.865,46.0,5956.0,286.0,102.0,1.0,2.2,196.0,29.79,0.0,13.0,0.0,101.0,101.9,101.0,25.3,9.0,9.0,9.0,71.89695094258823,15.7543391188251
Chandler,['AZ-5'],Arizona,0.0,33.410277777778,-111.865,46.0,5956.0,286.0,102.9,1.0,2.2,204.0,29.78,0.0,11.0,0.0,102.3,103.0,102.6,25.2,9.0,9.0,11.1,71.89684970386325,15.48731642189586
Glendale,['AZ-8'],Arizona,0.0,33.569166666667,-112.19138888889,49.0,5954.0,286.0,104.4,1.0,4.3,170.0,29.74,0.0,12.0,50.0,104.4,101.0,99.7,31.7,9.0,9.0,8.7,71.92513942415935,18.024032042723633
Scottsdale,['AZ-6'],Arizona,0.0,33.411111111111,-111.93472222222,45.0,5950.0,286.0,102.9,1.0,2.2,181.0,29.81,0.0,12.0,0.0,102.3,101.1,99.8,26.0,9.0,9.0,7.2,71.90774430923416,16.688918558077436
Gilbert,['AZ-5'],Arizona,0.0,33.410277777778,-111.865,46.0,5956.0,286.0,102.9,1.0,2.2,203.0,29.78,0.0,11.0,0.0,102.3,102.5,101.8,25.1,9.0,9.0,10.6,71.89689561333729,15.620827770360481
Tempe,['AZ-9'],Arizona,0.0,33.411111111111,-111.93472222222,45.0,5950.0,286.0,106.0,1.0,5.6,60.0,29.76,0.0,10.0,75.0,106.8,102.1,101.3,25.8,9.0,9.0,8.5,72.0006356619343,23.09746328437917
Surprise,['AZ-8'],Arizona,0.0,33.569166666667,-112.19138888889,49.0,5954.0,286.0,102.0,1.0,2.2,10.0,29.76,0.0,9.0,25.0,101.0,100.5,98.9,34.5,9.0,9.0,5.1,71.86795469806488,14.686248331108146
Yuma,['AZ-3'],Arizona,0.0,32.690277,-114.614441,30.0,8395.0,499.0,101.6,1.0,9.8,186.0,29.7,0.0,16.0,2.0,100.6,101.6,100.6,46.9,6.0,9.0,11.3,72.32473318276864,47.66355140186916
Avondale,['AZ-3'],Arizona,0.0,33.483611111111,-112.1425,45.0,5953.0,286.0,104.5,1.0,2.2,191.0,29.77,0.0,13.0,50.0,104.6,101.1,99.9,32.0,9.0,9.0,3.9,71.90773439465669,16.48865153538051
Goodyear,['AZ-3'],Arizona,0.0,33.483611111111,-112.1425,45.0,5953.0,286.0,104.5,1.0,2.2,191.0,29.77,0.0,13.0,50.0,104.6,101.1,99.9,32.0,9.0,9.0,3.9,71.90773439465669,16.48865153538051
Flagstaff,['AZ-1'],Arizona,0.0,33.569166666667,-112.19138888889,49.0,5954.0,499.0,82.0,1.0,18.6,210.0,30.2,0.0,16.0,0.0,78.5,81.5,78.1,25.8,9.0,7.0,23.0,71.88796234155282,15.086782376502002
Buckeye,['AZ-3'],Arizona,0.0,33.569166666667,-112.19138888889,49.0,5954.0,286.0,104.2,1.0,2.2,197.0,29.77,0.0,10.0,0.0,104.1,102.6,102.0,33.4,9.0,9.0,7.0,71.86768163595814,14.285714285714285
Lake Havasu City,['AZ-4'],Arizona,0.0,35.97814,-114.84631,14.0,5298.0,631.0,106.0,1.0,12.5,180.0,29.73,0.0,12.0,0.0,106.8,99.4,97.5,37.6,9.0,9.0,18.5,72.6925396314954,67.42323097463284
Casa Grande,['AZ-1'],Arizona,0.0,33.410277777778,-111.865,46.0,5956.0,499.0,106.0,1.0,15.0,200.0,29.8,0.0,7.0,0.0,106.8,103.6,103.4,22.7,9.0,10.0,18.5,71.94911397861183,20.160213618157545
Sierra Vista,['AZ-2'],Arizona,0.0,31.293111111111,-110.95230555556,,9182.0,192.0,93.9,1.0,19.2,260.0,30.07,0.0,9.0,0.0,90.4,87.9,83.9,23.8,9.0,8.0,20.8,74.57791745159977,90.92122830440587
Maricopa,['AZ-1'],Arizona,0.0,33.403055555556,-112.07527777778,42.0,5944.0,499.0,93.9,1.0,11.9,330.0,29.79,0.0,21.0,0.0,90.4,92.3,88.9,40.7,9.0,8.0,16.3,72.08594283703599,30.307076101468628
Oro Valley,['AZ-2'],Arizona,0.0,32.322573,-111.037709,21.0,9616.0,631.0,102.7,1.0,16.1,230.0,29.87,0.0,2.0,0.0,102.0,93.5,90.0,20.7,9.0,7.0,20.6,72.38319111953665,51.66889185580774
Prescott,['AZ-4'],Arizona,0.0,33.569166666667,-112.19138888889,49.0,5954.0,499.0,88.0,1.0,9.4,200.0,30.06,0.0,15.0,0.0,83.9,87.9,83.9,31.3,9.0,8.0,18.8,72.05894605432,28.1041388518024
Bullhead City,['AZ-4'],Arizona,0.0,35.97814,-114.84631,14.0,5298.0,631.0,105.8,1.0,21.7,190.0,29.7,0.0,8.0,0.0,106.6,103.6,103.4,39.4,9.0,10.0,22.4,72.44218142409763,55.941255006675576
Prescott Valley,['AZ-4'],Arizona,0.0,33.569166666667,-112.19138888889,49.0,5954.0,499.0,88.0,1.0,9.4,200.0,30.06,0.0,15.0,0.0,83.9,87.9,83.9,31.3,9.0,8.0,18.8,72.05894605432,28.1041388518024
Marana,['AZ-1'],Arizona,0.0,32.322573,-111.037709,21.0,9616.0,499.0,104.2,1.0,11.9,260.0,29.9,0.0,6.0,0.0,104.1,100.3,98.8,22.5,9.0,9.0,13.6,72.49568929420177,59.41255006675568
Apache Junction,['AZ-4'],Arizona,0.0,33.410277777778,-111.865,46.0,5956.0,286.0,102.2,1.0,11.9,230.0,29.81,0.0,12.0,0.0,101.2,100.1,98.5,24.9,9.0,9.0,16.3,72.05938188019026,28.304405874499334
Jacksonville,['NC-3'],North Carolina,0.0,30.356388888889,-81.635277777778,24.0,9628.0,447.0,93.9,1.0,10.5,110.0,29.87,0.0,46.0,75.0,95.3,96.5,100.3,63.7,9.0,9.0,15.0,72.45514708127554,57.409879839786385
Miami,"['FL-24', 'FL-25', 'FL-27']",Florida,71.29629629629629,25.794722222222,-80.215555555556,53.0,6298.0,384.0,84.0,1.0,3.8,320.0,29.94,0.06,75.0,75.0,88.8,87.4,95.0,73.0,9.0,7.0,18.7,70.80961468744718,0.4005340453938585
Tampa,['FL-14'],Florida,91.66666666666666,27.955,-82.469444444444,45.0,8877.0,443.0,93.9,1.0,8.1,300.0,29.92,0.0,41.0,100.0,102.1,91.0,96.5,68.5,4.0,8.0,17.5,70.99821822825392,2.53671562082777
Orlando,"['FL-7', 'FL-9', 'FL-10']",Florida,100.0,28.596388888889,-81.3625,35.0,6302.0,582.0,96.1,1.0,3.8,250.0,29.88,0.0,43.0,0.0,95.9,98.8,101.6,60.2,9.0,9.0,9.0,71.01596252717428,2.803738317757009
St. Petersburg,['FL-13'],Florida,0.0,27.785833333333,-82.74,39.0,7628.0,514.0,,,,,,,,,,,,,,,,76.34009252954372,96.39519359145527
Hialeah,['FL-25'],Florida,100.0,25.794722222222,-80.215555555556,53.0,6298.0,384.0,79.0,1.0,3.8,300.0,29.94,0.07,94.0,100.0,81.1,88.4,95.4,71.8,3.0,7.0,17.6,70.80949735159633,0.26702269692923897
Tallahassee,['FL-5'],Florida,0.0,30.439722222222,-84.346388888889,22.0,6295.0,470.0,97.0,1.0,15.0,300.0,29.9,0.0,29.0,50.0,97.4,93.6,93.2,55.8,9.0,8.0,19.5,72.38431702210342,51.802403204272366
